"","CLNT_ID","SESS_ID","HITS_SEQ","PD_C","PD_ADD_NM","PD_BRA_NM","PD_BUY_AM","PD_BUY_CT"
"4595085",5515562,4329002,42,494016,"색상:032(베이지)|사이즈:FREE / 1개","지지피엑스","32,000","1"
"4595148",5929266,962369,33,368569,"색상:07|사이즈:32 / 1개","지오다노","32,000","1"
"4595299",4014339,4542534,27,403393,"사이즈:260(40) / 1개","버켄스탁","32,500","1"
"4595365",4174131,9822739,452,727992,"색상:차콜그레이|사이즈:150 / 1개","블루테일","33,000","1"
"4595600",4069065,10113679,54,772164,"1개","복실이","31,900","1"
"4595612",4561467,9846111,69,552389,"색상:K7000GN 그레이|사이즈:130 / 1개","뉴발란스(슈즈)","31,900","1"
"4595663",6354941,1502248,83,286373,"색상:라벤더퍼플 10장 / 1개","송월타올","32,900","1"
"4595795",809108,7553419,19,721283,"사이즈:다크네이비 / 1개","캉골","33,000","1"
"4595920",1629279,2846798,49,145429,"사이즈:머리둘레48cm / 1개","오가닉맘","33,000","1"
"4595938",1683891,10757412,55,498028,"색상:화이트I WHITE|사이즈:095 / 1개","블랙야크","33,000","1"
"4596011",775263,10793291,34,496774,"색상:gray|사이즈:FREE / 1개","체리코코","33,000","1"
"4596206",3824647,4790953,76,129146,"품번:01.CROCS_11382_060_|사이즈:250 / 1개","크록스","32,300","1"
"4596371",1544909,4251373,2,740297,"색상:라이트브라운 / 1개","월드토이","32,900","1"
"4596417",5809164,1205895,18,818431,"사이즈:59|색상:블랙 / 1개","엠엘비","33,000","1"
"4596477",6195397,2980001,29,769581,"1개","종근당건강","33,000","1"
"4596596",371331,2288794,92,532400,"품번/사이즈:838092-010_블랙 / 095(M) / 1개","나이키(의류)","33,000","1"
"4596643",630459,8666717,12,512006,"모델명:선택01.G8A011|사이즈:110 / 2개","피에르가르뎅(셔츠)","33,000","2"
"4596717",3318237,5832495,223,372427,"사이즈:110XXL / 1개","르꼬끄","32,000","1"
"4596738",3589041,7962335,102,531159,"옵션:21호 베이지 / 1개","라네즈","32,000","1"
"4597049",2081153,9903805,92,841039,"스타일:옵션4|사이즈:32 / 1개","엠필","32,900","1"
"4597096",2773327,7581046,36,420821,"색상:10_화이트|사이즈:95M / 1개","뉴발란스(의류)","32,900","1"
"4597151",2969867,7249735,23,394573,"색상:RBL(로얄블루)|사이즈:075 / 1개","엘르 수영복","33,000","1"
"4597270",6063872,2023249,20,403870,"색상:CF8569(블랙)|사이즈:160 / 1개","아디다스(키즈)","32,500","1"
"4597296",1904017,479313,437,26175,"color:블랙|size:FREE / 1개","모니카룸","32,600","1"
"4597327",2829183,9016928,17,631878,"1개","퓨리나","32,400","1"
"4597392",671115,8869904,405,405895,"사이즈:L / 1개","아디다스(의류)","32,500","1"
"4597404",963657,7595291,22,4961,"모델:은나노박서A+B_100 / 1개","트라이","32,500","1"
"4597421",1461664,6219785,26,751722,"번호:챠오츄르 참치 대용량 60p (SC-135) / 1개","이나바","32,500","1"
"4597574",2466705,3979173,58,238972,"1개","포켄스","32,900","1"
"4597583",2598071,7734790,19,321956,"디자인선택:2017 프리미엄 쿨시트 논슬립_롤리폴리 / 1개","베베누보","32,900","1"
"4597619",3413409,2843303,203,757237,"1개","미니골드","32,900","1"
"4597737",5699173,7724235,36,321956,"디자인선택:2017 프리미엄 쿨시트 논슬립_롤리폴리 / 1개","베베누보","32,900","1"
"4597977",326865,9205784,62,734694,"1개","보타니컬테라피","32,200","1"
"4598304",2414323,7330287,50,321956,"디자인선택:2017 프리미엄 쿨시트 논슬립_쉐이키피겨그레이 / 1개","베베누보","32,900","1"
"4598452",5124191,7307475,18,714922,"색상:그린(패드) / 1개","바자르","32,900","1"
"4598698",5571241,8336101,67,520212,"색상:05_ESPRESSO_KHAKI(Z22Y)|사이즈:M10W12(280) / 1개","크록스","32,700","1"
"4599147",5300969,6495355,4,232361,"색상:NV(네이비)|사이즈:120 / 1개","빈","33,000","1"
"4599373",4046972,1967138,180,565672,"COLOR:베이지-BEIGE|SIZE:FREE / 1개","세인트마리","32,500","1"
"4599564",3710512,3496571,151,641561,"1개","손오공","32,400","1"
"4599565",3773819,2195990,201,589264,"모델:M9166블랙|사이즈:240mm / 1개","컨버스","32,400","1"
"4599658",161745,6865848,66,398000,"색상:블루(U)|사이즈:F3(53cm~55cm) / 1개","엠엘비키즈","33,000","1"
"4599757",2466705,6600764,98,834170,"상품선택:건강백서 말티즈 2KG 2개+물티슈 1팩 / 1개","뉴트리나","33,000","1"
"4599904",574991,4764481,96,129146,"품번:02.CROCS_11382_14G_|사이즈:230 / 1개","크록스","32,300","1"
"4600022",5474702,9477781,16,394089,"색상:화이트|사이즈:100(L) / 1개","내셔널지오그래픽(남성)","32,400","1"
"4600148",6368422,9617201,129,381456,"색상:네이비|사이즈:FREE / 1개","코인코즈","33,000","1"
"4600231",2269671,1469691,16,156783,"1개","디티알티","33,000","1"
"4600267",2565933,4106790,24,398000,"색상:민트(T)|사이즈:F3(53cm~55cm) / 1개","엠엘비키즈","33,000","1"
"4600294",2726085,4130702,254,402267,"타입1:02.RSP802네이비|타입2:05.RSP803블랙 / 1개","레노마(우양산)","33,000","1"
"4600336",3076698,8207599,115,424481,"색상:화이트(WH)|사이즈:100 / 1개","디스커버리","33,000","1"
"4600420",4470931,8950080,53,751722,"번호:챠오츄르 가다랑어 대용량 60p (SC-136) / 1개","이나바","32,500","1"
"4600446",5225256,4775361,21,750236,"1개","닥터비","32,500","1"
"4600488",6316041,7447169,31,751722,"번호:챠오츄르 참치 대용량 60p (SC-135) / 1개","이나바","32,500","1"
"4600528",1109288,3722262,139,328097,"컬러:베이지 / 1개","빈폴아웃도어","32,700","1"
"4600606",531731,9749716,43,509090,"색상:BLACK|사이즈:S / 1개","아디다스(의류)","32,800","1"
"4600607",576750,4801564,9,572254,"상품명:선택02로쉘2차8종|사이즈:85B / 1개","제이코튼","32,800","1"
"4600673",5116803,108026,91,405904,"사이즈:XL / 1개","아디다스(의류)","32,000","1"
"4600750",716104,7382031,42,520170,"사이즈:100 / 1개","아디다스(의류)","32,900","1"
"4600830",2726364,2275473,29,608539,"색상:블랙 / 1개","삼보","33,220","1"
"4601048",4904636,3147325,35,705767,"모델명:버팔로 더블 뉴 와이드 캠핑체어-카키(2P) / 1개","버팔로","32,900","1"
"4601123",6230221,160812,89,834862,"1개","아벤느","32,400","1"
"4601157",650432,7067523,104,436780,"사이즈:100 / 1개","꼬망스(아동)","32,500","1"
"4601355",531731,9776160,23,509090,"색상:BLACK|사이즈:S / 1개","아디다스(의류)","32,800","1"
"4601410",3534317,4130467,33,572254,"상품명:선택02로쉘2차8종|사이즈:80A / 1개","제이코튼","32,800","1"
"4601412",3621198,3286872,23,501109,"선택_색상:01) J7020_펄블랙|사이즈:235 / 1개","잭앤질","32,800","1"
"4601727",1375728,2511353,14,4961,"모델:은나노박서A+B_100 / 1개","트라이","32,500","1"
"4601737",5762387,1650852,20,673241,"1개","유미","32,000","1"
"4601897",3937377,9642419,19,346607,"색상:선택02.1BYTSM6523_핑크I PINK|사이즈:100 / 1개","블랙야크","33,000","1"
"4602038",5956470,699951,82,368569,"색상:09|사이즈:32 / 1개","지오다노","32,000","1"
"4602129",5658804,4968690,57,686113,"1개","로지텍","32,060","1"
"4602133",434619,5768016,105,705321,"모델명:DW00400004 / 1개","다니엘 웰링턴","32,100","1"
"4602463",1103142,10662961,43,652194,"색상:07|사이즈:32 / 1개","지오다노","33,000","1"
"4602705",4764140,7995174,44,520212,"색상:01_PEARL PINK(Z6MB)|사이즈:M5W7(240) / 1개","크록스","32,900","1"
"4602724",5125061,6956253,16,401598,"색상:NBNE722133-26 라이트핑크|사이즈:95 / 1개","뉴발란스(의류)","32,900","1"
"4602864",3045768,10612086,213,427764,"디자인:선택03.DB0713[0079817]|사이즈:160 / 1개","아디다스 키즈","33,000","1"
"4602882",3150352,1863247,219,128829,"사이즈:FREE / 1개","나이키","33,000","1"
"4603115",3222281,1219874,268,4961,"모델:은나노박서A+B_100 / 1개","트라이","32,500","1"
"4603157",4262347,105832,216,672229,"색상:재색|Size:090 / 1개","빈폴아웃도어","32,500","1"
"4603263",4523263,8146898,218,745700,"2개","아로마티카","32,000","2"
"4603593",1248132,3628535,49,596798,"1개","듀오락","33,000","1"
"4603688",3464346,9126438,75,790863,"모델명:BD1431|사이즈:(220) / 1개","리복","32,500","1"
"4603699",3855263,7692610,14,544336,"품번/사이즈:NBNV8BB672-19_검흰 / 070(S) / 1개","뉴발란스(의류)","32,500","1"
"4603722",4522777,3005955,87,718866,"색상:핑크폴카웨일(스몰) / 1개","썸머인펀트","32,500","1"
"4603746",5203510,10466456,25,751722,"번호:챠오츄르 참치 대용량 60p (SC-135) / 1개","이나바","32,500","1"
"4603902",2433399,3191100,24,398000,"색상:골드(Q)|사이즈:F3(53cm~55cm) / 1개","엠엘비키즈","33,000","1"
"4603988",2971458,256240,37,789586,"사이즈:프리사이즈|색상:BLACK / 1개","세컨스킨","33,000","1"
"4604050",3431766,10667661,15,467286,"색상:블루|사이즈:165 / 1개","블랙야크(키즈)","33,000","1"
"4604088",3716403,9092598,153,454777,"1개","라이온코리아","33,000","1"
"4604243",2936073,10657852,78,773994,"1개","영실업","32,500","1"
"4604286",4129157,9505436,34,501288,"색상:블랙(BY9936)|사이즈:120mm / 1개","아디다스키즈(아동)","32,500","1"
"4604435",2013748,7449092,35,710440,"모델명:선택2)2UPP021CO / 1개","루이까또즈 스카프","33,000","1"
"4604538",4324295,7225294,36,321956,"디자인선택:2017 프리미엄 쿨시트 논슬립_웨일패밀리 / 1개","베베누보","32,900","1"
"4604677",72629,5229248,151,709377,"컬러:M-62 / 1개","메이크업포에버","33,000","1"
"4604708",5184787,6200641,35,792377,"1개","퓨리나","32,500","1"
"4604724",5513811,6499951,20,751722,"번호:챠오츄르 참치 대용량 60p (SC-135) / 1개","이나바","32,500","1"
"4604808",2886872,4501414,257,341783,"하의사이즈:086 / 1개","빈폴아웃도어","32,700","1"
"4604827",5506213,8054804,54,340254,"색상:WH3|사이즈:100(L) / 1개","엘록","32,700","1"
"4604887",5116803,916537,33,40153,"색상:73다크네이비|사이즈:30 / 1개","지오다노","32,000","1"
"4604978",4730035,10823726,279,525300,"사이즈:100 / 1개","헤지스 남성","33,000","1"
"4604985",2081153,9776007,36,841039,"스타일:옵션3|사이즈:32 / 1개","엠필","32,900","1"
"4605201",6398515,78988,288,694998,"상품명:단품 / 1개","쿠비녹스","32,900","1"
"4605466",1697287,8996398,295,569846,"사이즈:75호[S] / 1개","릴헤븐","33,000","1"
"4605584",2176530,9970018,18,783403,"색상:멀링 스파이시스 / 1개","맥","33,000","1"
"4605749",3512993,3026348,25,500350,"선택:포기김치_10kg / 1개","김나운의 더 키친","33,500","1"
"4606057",2191647,8145599,40,545375,"1개","나이키","33,000","1"
"4606082",2409643,7235632,103,700542,"색상:블랙(50L)|사이즈:FREE / 1개","엠엘비","33,000","1"
"4606143",2899534,7691074,37,467286,"색상:레드|사이즈:110 / 1개","블랙야크(키즈)","33,000","1"
"4606154",2971458,256240,37,789586,"사이즈:프리사이즈|색상:CHARCOAL / 1개","세컨스킨","33,000","1"
"4606284",4450143,6337499,20,314376,"색상_사이즈:블랙Black_F / 1개","핑크시슬리","33,300","1"
"4606317",4498809,10820375,23,523569,"색상:핑크|사이즈:180 / 1개","바바","33,400","1"
"4606497",6370927,4788176,63,129146,"품번:02.CROCS_11382_14G_|사이즈:220 / 1개","크록스","32,300","1"
"4606515",1145741,3546874,400,92428,"사이즈:M7 / 1개","크록스","32,400","1"
"4606702",5112628,8661179,124,398000,"색상:핑크(P)|사이즈:F3(53cm~55cm) / 1개","엠엘비키즈","33,000","1"
"4606757",5528971,1593788,30,507117,"색상:터콰이어즈(B4)|사이즈:32 / 1개","케이투","33,000","1"
"4606867",6412586,258702,92,60721,"색상:민트(MT)|사이즈:80(11세~12세) / 1개","무냐무냐","33,000","1"
"4606982",6314898,891320,27,700837,"상품명:제주 감귤 / 1개","아리알찬","32,000","1"
"4607406",5373084,7934237,75,752086,"상품선택:02_깔끔매콤 청양고추맛 닭가슴살 수제 소시지 15+1 / 2개","아임닭","32,900","2"
"4607495",730935,8659237,31,768220,"1개","왕자행거","32,900","1"
"4607523",1550833,7835203,173,276740,"색상/사이즈:코코아/free / 1개","마크막스","32,900","1"
"4607651",3801000,3248444,140,166471,"색상:블랙유광|사이즈:240mm / 1개","데일리슈","32,900","1"
"4607655",3831557,3751492,171,201414,"색상:베이지|사이즈:FF / 1개","매그제이(MAGJAY)","32,900","1"
"4607762",1911383,7759152,41,455020,"색상:핑크(P)|사이즈:F2(49cm~51cm) / 1개","엠엘비키즈","33,000","1"
"4607777",2013748,7449092,35,710440,"모델명:선택7)2UPP421BU / 1개","루이까또즈 스카프","33,000","1"
"4607925",3230928,2993827,73,721848,"1개","텐바이텐","33,000","1"
"4607998",4469908,5690499,255,505702,"색상:스카이블루|사이즈:S / 1개","르젠옴므","32,800","1"
"4608223",901328,278129,38,284342,"색상:코럴그레이 / 1개","오덴세","33,500","1"
"4608515",1864320,8818014,29,756787,"1개","겐조(향수)","32,500","1"
"4609327",2170375,3489618,73,461997,"품번/사이즈:11016-410_남흰빨 / M8W10 / 1개","크록스","33,000","1"
"4609895",1426372,10010418,24,659913,"사이즈:100 / 1개","트라이","32,900","1"
"4609968",3051697,2264033,34,133914,"스타일:나이키 싱글 웹 양면 벨트|색상:11249411_블루/화이트 FREE / 1개","나이키골프","32,900","1"
"4610082",5253058,4988205,34,131092,"색상:02_BLUE SHADOW|사이즈:M / 1개","캘빈클라인언더웨어","32,900","1"
"4610271",2466705,5261071,87,740900,"색상:밝은회색|Size:095 / 1개","빈폴아웃도어","32,760","1"
"4610434",1544223,9087612,154,512006,"모델명:선택02.G8A021|사이즈:105 / 2개","피에르가르뎅(셔츠)","33,000","2"
"4610440",1590066,10014554,205,419024,"색상:DRK STEEL|사이즈:XL / 1개","아메리칸이글(진)","33,000","1"
"4610467",1838580,2750519,17,73356,"2개","미미뚜뚜","33,000","2"
"4610562",900051,8585717,81,9003,"사이즈:M / 1개","시셀","33,000","1"
"4610683",923489,9879852,69,367557,"사이즈:150 / 1개","탐스","32,900","1"
"4610687",953180,5781994,24,400361,"상품선택:애견쿨매트 네발로콩콩 M+L / 1개","펫노리터","32,900","1"
"4610706",1280173,9530723,78,474918,"1개","아토팜","32,900","1"
"4610732",1697287,7886823,11,732200,"디자인선택:2018 하이진필로우 썸머 신생아_해피웨일 / 1개","베베누보","32,900","1"
"4610805",2991418,3294066,22,104795,"1개","루첸","32,900","1"
"4610878",4324295,7230783,313,321956,"디자인선택:2017 프리미엄 쿨시트 논슬립_웨일패밀리 / 1개","베베누보","32,900","1"
"4611121",5308153,3857891,182,311740,"색상/사이즈:BK|89|/065 / 1개","에이비플러스","32,960","1"
"4611229",1103142,10271192,27,65021,"색상:15mm 블루 / 1개","코어바디","33,000","1"
"4611380",4726683,2754701,32,211261,"색상/사이즈:옵시디언/140 / 1개","나이키키즈","32,800","1"
"4611442",6352711,9039207,66,606455,"1개","비쉬","33,300","1"
"4611599",1000021,5084873,183,124082,"상품:PD01/PD02 / 1개","닥터자르트","33,600","1"
"4611681",4690994,10198382,16,512006,"모델명:선택05.G8A058/사이즈:95","[피에르가르뎅(셔츠)]","33,000","1"
"4611787",1743578,5356832,159,686113,"1개","로지텍","32,060","1"
"4611816",1581697,6659652,70,285712,"color:navy|size:FREE / 1개","피핀","32,100","1"
"4612060",2013748,7445472,2,710440,"모델명:선택7)2UPP421BU / 1개","루이까또즈 스카프","33,000","1"
"4612148",2740455,6518647,250,265053,"색상:선택02_07U(블루)|사이즈:100 / 1개","엠엘비","33,000","1"
"4612237",3451642,5623912,44,742791,"색상:30 브라운 / 1개","메이크업포에버","33,000","1"
"4612591",2061275,6745901,352,288652,"색상:blue|사이즈:FREE / 1개","체리코코","33,000","1"
"4612673",4505041,389638,94,635546,"사이즈:[아디다스]레깅스S97155 XS / 1개","아디다스(의류)","33,000","1"
"4612721",4846428,5145305,24,152972,"사이즈:FREE / 1개","나이키","33,000","1"
"4612748",5041519,10554997,60,461997,"품번/사이즈:11016-410_남흰빨 / M5W7 / 1개","크록스","33,000","1"
"4612750",5050053,5511358,40,275144,"SIZE:240 / 1개","테바","33,000","1"
"4612920",5173624,4907766,46,7033,"1개","우르오스","32,760","1"
"4613042",2825360,1262394,56,816202,"색상:베이지 / 1개","룸앤홈","32,400","1"
"4613065",2899534,7512189,35,467286,"색상:블루|사이즈:110 / 1개","블랙야크(키즈)","33,000","1"
"4613262",4510846,8387811,218,288044,"색상:CQ0107(블루)|사이즈:150 / 1개","아디다스(키즈)","33,000","1"
"4613352",6349833,9863075,47,412465,"색상:화이트|사이즈:90(S) / 1개","게스(진)","32,000","1"
"4613370",6460751,10919864,87,741644,"색상:02 커피 / 1개","에스티 로더","32,000","1"
"4613521",1814832,3351421,237,606999,"1개","비쉬","32,300","1"
"4613719",5747433,3928818,3,103743,"색상:50L|사이즈:57cm(S-M) / 1개","엠엘비","33,000","1"
"4613885",4493741,8280163,25,520212,"색상:02_NAVY_LIGHTGREY(Z41S)|사이즈:M8W10(265) / 1개","크록스","32,700","1"
"4613906",6349833,3413719,22,191567,"색상:그레이|사이즈:100 / 1개","빈폴아웃도어","32,700","1"
"4614002",1077148,9495098,40,398000,"색상:골드(Q)|사이즈:F3(53cm~55cm) / 1개","엠엘비키즈","33,000","1"
"4614278",3076698,9017825,20,424481,"색상:화이트(WH)|사이즈:95 / 1개","디스커버리","33,000","1"
"4614380",378611,7676965,56,305426,"색상:블루|사이즈:55 / 1개","케네스 레이디","33,000","1"
"4614382",401472,6985958,65,266569,"색상/사이즈:블루/FREE / 1개","스위트플러스","33,000","1"
"4614494",2892851,7548144,11,722013,"옵션:선택6_1001498(260) / 1개","버켄스탁","32,500","1"
"4614581",5671734,7496934,14,751722,"번호:챠오츄르 참치 대용량 60p (SC-135) / 1개","이나바","32,500","1"
"4614687",5445210,2676451,109,745528,"1개","아로마티카","33,000","1"
"4614693",5463234,9562029,36,783403,"색상:검볼 / 1개","맥","33,000","1"
"4614752",5895349,2640034,59,202363,"색상:GY(그레이)|사이즈:130 / 1개","빈","33,000","1"
"4614770",6063872,3434898,19,152171,"색상:[02]BR-7715|사이즈:S / 1개","아이스샌드(아동)","33,000","1"
"4614803",6274345,8449011,88,288652,"색상:blue|사이즈:FREE / 1개","체리코코","33,000","1"
"4614975",6528875,9590034,276,394089,"색상:화이트|사이즈:105(XL) / 1개","내셔널지오그래픽(남성)","32,400","1"
"4615089",3362221,4908999,402,278769,"색상:블랙|사이즈:XL / 1개","멋남","32,500","1"
"4615110",3801000,3102753,15,166471,"색상:핑크유광|사이즈:240mm / 1개","데일리슈","32,900","1"
"4615113",3955116,8202923,26,818144,"1개","정식품","32,900","1"
"4615118",4061074,4666552,80,260620,"색상:다크실버|사이즈:235mm / 1개","데일리슈","32,900","1"
"4615234",527728,6909244,12,214877,"색상:NAV|사이즈:ONE / 1개","노스페이스키즈(아동)","33,600","1"
"4615355",3590013,6755892,122,682493,"1개","나우(펫)","33,600","1"
"4615470",6259368,8721498,4,682493,"1개","나우(펫)","33,600","1"
"4615511",4438755,8976949,11,325316,"사이즈:S (44-55) / 1개","메디테이션","32,400","1"
"4615521",6385597,1676347,11,751722,"번호:챠오츄르 참치 대용량 60p (SC-135) / 1개","이나바","32,500","1"
"4615687",4325939,8274473,57,467056,"사이즈:90 / 1개","파코라반 베이비","32,800","1"
"4615698",5126058,6602802,45,401346,"디자인:SN161 블랙화이트|사이즈:270 / 1개","에스엔알디(스포츠)","32,800","1"
"4615762",2565933,4106790,24,398000,"색상:블루(U)|사이즈:F3(53cm~55cm) / 1개","엠엘비키즈","33,000","1"
"4615860",3391208,10502757,53,572304,"1개","해피콜","33,000","1"
"4616032",4873589,2800614,142,347414,"사이즈:100 / 1개","밍크뮤","33,000","1"
"4616190",2991418,7410957,26,520212,"색상:01_PEARL PINK(Z6MB)|사이즈:M6W8(250) / 1개","크록스","32,900","1"
"4616303",619335,10046042,13,512006,"모델명:선택02.G8A021|사이즈:100 / 1개","피에르가르뎅(셔츠)","33,000","1"
"4616310",669854,10405172,11,698062,"색상:블랙|선택2:남성M / 1개","아르고(스포츠)","33,000","1"
"4616322",809108,7586750,51,721283,"사이즈:다크네이비 / 1개","캉골","33,000","1"
"4616375",1256403,10449591,53,726529,"1개","라네즈","33,000","1"
"4616502",2274047,6102887,209,352205,"사이즈:110|색상:DG / 1개","블루독베이비","33,000","1"
"4616550",6336028,7898503,84,321956,"디자인선택:2017 프리미엄 쿨시트 논슬립_트라이앵글도트 / 1개","베베누보","32,900","1"
"4616804",2748642,5371184,18,382419,"1개","닥터프로바","32,900","1"
"4617052",3040375,9124508,20,539629,"색상:50B(베이지)|사이즈:FREE(55~61) / 1개","엠엘비","33,000","1"
"4617053",3045768,10612086,186,427764,"디자인:선택03.DB0713[0079817]|사이즈:160 / 1개","아디다스 키즈","33,000","1"
"4617059",3112274,7531430,132,232570,"색상:소라|사이즈:free / 1개","피그먼트","33,000","1"
"4617431",5250097,4129063,40,116613,"사이즈:FREE / 1개","오르시떼","33,000","1"
"4617551",5795659,7112,277,524084,"색상:와인|사이즈:190 / 1개","베이비잼","33,000","1"
"4618029",5982038,1672111,35,742502,"1개","아베다","33,000","1"
"4618045",6102657,7200289,17,496203,"필수선택:03 써모스 JNL-403K-PHT 핑크하트 +사은품 / 1개","써모스","33,000","1"
"4618333",966787,4803975,29,547369,"품번:05.CROCS_11016_1AS_|사이즈:230 / 1개","크록스","32,800","1"
"4618452",301069,8696613,115,403400,"사이즈:270(42) / 1개","버켄스탁","32,900","1"
"4618501",360981,5848503,29,398000,"색상:핑크(P)|사이즈:F3(53cm~55cm) / 1개","엠엘비키즈","33,000","1"
"4618586",1115597,3584612,104,115649,"색상:그레이(gray) / 1개","텐바이텐","33,000","1"
"4618896",6367836,10716280,29,762622,"1개","헬렌스타인","32,900","1"
"4618993",6430680,2541679,176,315164,"1개","한국삼","32,900","1"
"4619043",3937377,9642419,19,346607,"색상:선택01.1BYTSM6027_베이지I BEIGE|사이즈:100 / 1개","블랙야크","33,000","1"
"4619062",4069065,10700683,80,834161,"상품선택:건강백서 푸들 2KG 2개 + 블루니물티슈 1팩 / 1개","뉴트리나","33,000","1"
"4619106",4394674,8323582,68,305791,"색상:SCARLET|사이즈:90 / 1개","베베드피노","33,000","1"
"4619119",1075573,4907305,20,134022,"색상:ivory|사이즈:FREE / 1개","체리코코","33,000","1"
"4619249",2111179,9876658,17,571512,"색상:레드|사이즈:66 / 1개","라인","33,000","1"
"4619319",907544,2841820,36,7460,"사이즈:킹|색상:스트라이프화이트 / 1개","코튼렛","33,000","1"
"4619357",1154129,7678775,41,316396,"색상:골드라이트 / 1개","맥","33,000","1"
"4619609",907544,2841820,36,7460,"사이즈:킹|색상:엔틱블루 / 1개","코튼렛","33,000","1"
"4619685",1534752,4442648,111,325885,"색상:블랙 / 1개","루이까또즈(우양산)","33,000","1"
"4619759",4069065,7767780,21,834161,"상품선택:건강백서 푸들 2KG 2개 + 블루니물티슈 1팩 / 1개","뉴트리나","33,000","1"
"4619876",401472,6985958,65,270411,"색상/사이즈:블랙/FREE / 1개","스위트플러스","32,600","1"
"4620068",931639,9904999,77,4961,"모델:은나노박서A+B_105 / 1개","트라이","32,500","1"
"4620241",3045768,10612086,186,427764,"디자인:선택04.DB0877[0079904]|사이즈:160 / 1개","아디다스 키즈","33,000","1"
"4620410",1435267,9668298,64,452832,"사이즈:100 / 1개","파코라반 베이비","32,900","1"
"4620481",2878515,7639960,18,751722,"번호:챠오츄르 가다랑어 대용량 60p (SC-136) / 1개","이나바","32,500","1"
"4620546",4470931,8950080,53,751722,"번호:챠오츄르 참치 대용량 60p (SC-135) / 1개","이나바","32,500","1"
"4620589",5513811,6528834,13,751722,"번호:챠오츄르 참치 대용량 60p (SC-135) / 1개","이나바","32,500","1"
"4620889",6110,7775449,58,352206,"사이즈:100|색상:KH / 1개","블루독베이비","33,000","1"
"4620945",378611,7676965,93,305426,"색상:화이트|사이즈:55 / 1개","케네스 레이디","33,000","1"
"4621120",2981978,4899337,36,695898,"색상:베이지|사이즈:FREE / 1개","에이니","32,800","1"
"4621170",2420219,10459167,20,519923,"컬러:더스티핑크 / 1개","캉골","33,000","1"
"4621290",2989874,2102649,15,558990,"호수:21호_[PBB1214] / 1개","차앤박","33,300","1"
"4621589",894268,3643497,7,806215,"2개","리브맘","32,900","2"
"4621653",1975177,9143873,30,387121,"모델:나이키 우먼 에어로빌 레가시 91 캡|사이즈:892721-010_블랙 FREE / 1개","나이키","32,900","1"
"4621841",5619232,6948068,72,256480,"색상:화이트|사이즈:2T(1-2세) / 1개","플레이키즈프로","33,000","1"
"4622195",3461396,7536961,132,305383,"상품명:06_1001497|사이즈:270(42) / 1개","버켄스탁","32,900","1"
"4622684",2414647,7813103,60,672469,"색상:로얄블루|사이즈:FREE / 1개","뉴에라","33,000","1"
"4622762",4164316,4491865,33,571554,"색상:블루|사이즈:55 / 1개","케네스 레이디","33,000","1"
"4623014",6095480,6316461,46,745925,"1개","제주신라호텔","33,150","1"
"4623117",612870,2103264,64,286373,"색상:골드브라운 10장 / 1개","송월타올","32,900","1"
"4623124",712913,6505508,17,384212,"색상:오렌지|사이즈:M / 1개","몽벨","32,900","1"
"4623778",3342545,3931074,27,102098,"색상:블랙|사이즈:100L / 1개","데상트","33,000","1"
"4623903",5430107,1265364,42,244159,"색상:red|사이즈:FREE / 1개","체리코코","33,000","1"
"4624104",2939536,9852876,56,682493,"1개","나우(펫)","33,600","1"
"4624118",3229716,6203600,48,175691,"사이즈:80 / 1개","밍크뮤","33,600","1"
"4624409",3375859,3940508,56,200909,"색상:핑크(7P)|사이즈:90 / 1개","케이투","33,000","1"
"4624474",3934282,8006147,60,635546,"사이즈:[아디다스]레깅스S97155 M / 1개","아디다스(의류)","33,000","1"
"4624566",917039,8725077,27,339717,"색상:블랙|사이즈:FREE / 1개","포커스","33,000","1"
"4624754",2420219,10459167,20,519923,"컬러:다크네이비 / 1개","캉골","33,000","1"
"4624757",2466705,6600764,68,834170,"상품선택:건강백서 말티즈 2KG 2개+물티슈 1팩 / 1개","뉴트리나","33,000","1"
"4625049",1856720,4289388,82,340473,"모델명:639534-100|사이즈:MISC / 1개","나이키","33,500","1"
"4625177",4690994,10198382,16,512006,"모델명:선택11.G7C069/사이즈:95","[피에르가르뎅(셔츠)]","33,000","1"
"4625299",186747,9552520,21,447713,"사이즈:90(S) / 1개","리복","32,400","1"
"4625490",2902027,3504256,41,845739,"무늬:10월 / 1개","포트메리온","33,660","1"
"4625513",1957298,10147637,58,666009,"1개","릴리팟","33,750","1"
"4625568",4023625,7134268,78,603603,"색상:페어/라이트 / 1개","스틸라","33,800","1"
"4625632",4564168,9639146,48,352206,"사이즈:110|색상:KH / 1개","블루독베이비","33,000","1"
"4625646",4670636,6339125,113,225410,"색상:선택01_50G(그린)|사이즈:110 / 1개","엠엘비","33,000","1"
"4625688",4997817,3444736,22,747886,"색상:NC30 / 1개","맥","33,000","1"
"4625881",5373084,7934237,108,752086,"상품선택:02_깔끔매콤 청양고추맛 닭가슴살 수제 소시지 15+1 / 2개","아임닭","32,900","2"
"4626124",6176835,1410798,49,439097,"색상:G50|사이즈:14(160) / 1개","타미힐피거 칠드런","33,600","1"
"4626413",5012615,733417,12,108478,"1개","해즈브로","32,900","1"
"4626422",5203056,1384764,42,671232,"색상선택:화이트(불투명) / 1개","보노하우스","32,900","1"
"4626637",507053,9272217,82,342781,"색상:PK|사이즈:100 / 1개","블루독","33,600","1"
