"","CLNT_ID","SESS_ID","SESS_SEQ","SESS_DT","TOT_PAG_VIEW_CT","TOT_SESS_HR_V","DVC_CTG_NM","ZON_NM","CITY_NM"
"1927018",2013732,537517,10,20180921,20,"569","mobile","Seoul","Seoul"
"1927019",2013732,10003969,3,20180416,18,"218","mobile","Seoul","Seoul"
"1927020",2013732,8752313,4,20180507,56,"1,134","mobile","Seoul","Seoul"
"1927226",2016916,938895,1,20180915,107,"1,054","mobile","Incheon","Incheon"
"1927325",3030997,10121450,48,20180414,91,"590","mobile","Seoul","Seoul"
"1927326",3030997,5426664,68,20180701,83,"675","mobile","Seoul","Seoul"
"1927878",2581152,9569822,3,20180424,36,"444","mobile","Busan","Busan"
"1928158",3553421,10885576,62,20180402,62,"940","mobile","Seoul","Seoul"
"1928159",3471563,3162869,125,20180808,18,"95","mobile","Ulsan","Ulsan"
"1928160",3471563,4924265,113,20180709,80,"1,312","mobile","Ulsan","Ulsan"
"1928216",3469294,1709000,1,20180902,32,"858","mobile","Seoul","Seoul"
"1928308",1882739,10078198,14,20180415,83,"1,889","mobile","Gyeongsangbuk-do","Chilgok-gun"
"1928517",4849913,5209592,55,20180705,71,"808","mobile","Busan","Busan"
"1929113",5274188,3216565,39,20180807,65,"1,691","mobile","Seoul","Seoul"
"1929114",5274188,6428242,31,20180615,23,"318","mobile","Seoul","Seoul"
"1929638",4290657,10835149,14,20180403,86,"2,606","mobile","Seoul","Seoul"
"1929639",4290657,10926945,2,20180401,34,"299","mobile","Seoul","Seoul"
"1929674",4288948,8769538,195,20180507,109,"1,983","mobile","Gyeonggi-do","Osan-si"
"1929675",4288948,4362694,338,20180718,24,"1,307","mobile","Gyeonggi-do","Hwaseong-si"
"1929893",556183,9962131,1,20180417,16,"276","mobile","Seoul","Seoul"
"1930014",558965,6815807,32,20180608,98,"2,033","mobile","Seoul","Seoul"
"1930739",4382849,3708513,3,20180729,81,"1,585","mobile","Busan","Busan"
"1931375",650432,7067523,49,20180604,97,"1,764","mobile","Busan","Busan"
"1931376",650432,7909416,32,20180521,57,"573","mobile","Busan","Busan"
"1931456",1326932,6940694,7,20180606,25,"337","mobile","Gyeonggi-do","Guri-si"
"1932020",3973531,4636586,3,20180714,291,"1,746","mobile","Seoul","Seoul"
"1932216",6326199,318875,3,20180925,320,"4,022","mobile","Chungcheongbuk-do","Cheongju-si"
"1932241",6329870,2437523,3,20180820,13,"85","mobile","Busan","Busan"
"1932242",6329870,2437860,2,20180820,39,"315","mobile","Busan","Busan"
"1932549",891206,1558197,4,20180904,19,"117","mobile","Gyeongsangnam-do","Haman-gun"
"1932550",891206,2796146,2,20180814,33,"714","mobile","Gyeongsangnam-do","Haman-gun"
"1932554",891687,1230860,11,20180910,22,"104","mobile","Seoul","Seoul"
"1932712",4816645,4722297,107,20180713,248,"2,561","mobile","Seoul","Seoul"
"1932820",4650239,2468009,465,20180820,32,"349","mobile","Daegu","Daegu"
"1932821",4650239,6595745,417,20180612,89,"2,470","mobile","Gyeongsangbuk-do","Yeongcheon-si"
"1932822",4650239,5693141,435,20180627,40,"381","mobile","Gyeongsangbuk-do","Yeongcheon-si"
"1933309",4843279,2340113,6,20180822,85,"1,142","mobile","Gyeonggi-do","Yongin-si"
"1933310",4843279,2487918,3,20180819,50,"717","mobile","Gyeonggi-do","Yongin-si"
"1933361",634435,9500453,3,20180425,28,"287","mobile","Seoul","Seoul"
"1933362",634435,9508821,2,20180425,144,"3,576","mobile","Gyeonggi-do","Hwaseong-si"
"1933422",637378,5164294,498,20180706,170,"1,351","mobile","Busan","Busan"
"1933423",637378,5707307,492,20180627,334,"2,842","mobile","Busan","Busan"
"1933424",637378,6747066,460,20180609,348,"3,095","mobile","Busan","Busan"
"1933425",637378,7173844,446,20180602,174,"1,853","mobile","Busan","Busan"
"1933426",637378,7186223,444,20180602,351,"5,336","mobile","Busan","Busan"
"1933427",637378,8447030,417,20180512,69,"417","mobile","Busan","Busan"
"1933428",637378,5699285,493,20180627,27,"154","mobile","Busan","Busan"
"1933429",637378,2063839,583,20180827,54,"521","mobile","Seoul","Seoul"
"1933430",637378,10303851,383,20180411,154,"1,153","mobile","Busan","Busan"
"1933431",637378,2075263,582,20180827,36,"410","mobile","Busan","Busan"
"1933432",637378,2103184,579,20180826,18,"156","mobile","Busan","Busan"
"1933433",637378,10421911,381,20180410,208,"1,762","mobile","Busan","Busan"
"1933434",637378,9521811,394,20180424,61,"542","mobile","Busan","Busan"
"1933435",637378,10839912,359,20180403,250,"2,858","mobile","Busan","Busan"
"1933436",637378,6013672,484,20180621,117,"1,160","mobile","Busan","Busan"
"1933437",637378,8624046,409,20180509,309,"1,994","mobile","Busan","Busan"
"1933616",4938229,2983338,157,20180811,50,"210","mobile","Gyeonggi-do","Bucheon-si"
"1933617",4938229,4379427,78,20180718,61,"306","mobile","Gyeonggi-do","Bucheon-si"
"1933618",4938229,3370387,140,20180804,22,"429","mobile","Gyeonggi-do","Bucheon-si"
"1933619",4938229,5016409,37,20180708,47,"154","mobile","Gyeonggi-do","Bucheon-si"
"1933620",4938229,5502433,4,20180630,1,"","mobile","Gyeonggi-do","Bucheon-si"
"1933621",4938229,3377661,138,20180804,260,"2,650","mobile","Gyeonggi-do","Bucheon-si"
"1933622",4938229,5504007,2,20180630,124,"1,503","mobile","Gyeonggi-do","Bucheon-si"
"1933861",5021845,4600111,190,20180715,115,"1,279","mobile","Jeollabuk-do","Jeonju-si"
"1933862",5021845,9659986,65,20180422,127,"2,642","mobile","Jeollabuk-do","Jeonju-si"
"1933863",5021845,4938907,182,20180709,35,"241","mobile","Jeollabuk-do","Jeonju-si"
"1933864",5021845,7233010,138,20180601,46,"1,085","mobile","Jeollabuk-do","Jeonju-si"
"1933865",5022014,1903087,143,20180829,219,"1,842","mobile","Gyeonggi-do","Seongnam-si"
"1934362",3978753,9596330,6,20180423,1,"","mobile","Seoul","Seoul"
"1934363",3978753,9606058,5,20180423,80,"761","mobile","Seoul","Seoul"
"1934606",3835407,7885115,15,20180522,75,"949","mobile","Gyeongsangnam-do","Gimhae-si"
"1935257",2565816,5020169,7,20180708,24,"120","mobile","Jeollabuk-do","Jeonju-si"
"1935258",2565816,6752439,3,20180609,39,"383","mobile","Jeollabuk-do","Jeonju-si"
"1935286",4142149,5822663,261,20180625,113,"1,151","mobile","Daegu","Daegu"
"1935287",4142149,7280065,230,20180601,388,"5,634","mobile","Daegu","Daegu"
"1935288",4142149,4264165,310,20180720,22,"244","mobile","Daegu","Daegu"
"1935289",4142149,7462930,224,20180529,310,"3,296","mobile","Daegu","Daegu"
"1935290",4142149,8441732,202,20180512,35,"285","mobile","Daegu","Daegu"
"1935291",4142149,4753915,295,20180712,126,"3,906","mobile","Daegu","Daegu"
"1935292",4142149,9737612,190,20180421,46,"739","mobile","Daegu","Daegu"
"1935293",4142149,7121631,237,20180603,22,"180","mobile","Daegu","Daegu"
"1935294",4142149,5397076,276,20180702,147,"1,429","mobile","Busan","Busan"
"1935497",2586765,8713804,8,20180508,38,"397","mobile","Gyeonggi-do","Gunpo-si"
"1935498",2586765,6200217,12,20180618,20,"384","mobile","Seoul","Seoul"
"1935931",4951577,8649260,234,20180509,133,"3,986","mobile","Seoul","Seoul"
"1935932",4951577,10886062,185,20180402,51,"4,119","mobile","Seoul","Seoul"
"1935933",4951577,9790285,205,20180420,6,"48","mobile","Seoul","Seoul"
"1935934",4951577,6046008,293,20180621,96,"3,404","mobile","Seoul","Seoul"
"1935935",4951577,9631723,212,20180423,50,"177","mobile","Seoul","Seoul"
"1936030",1833194,6517069,1,20180613,95,"1,505","mobile","Seoul","Seoul"
"1936065",1840684,1698542,46,20180902,20,"104","mobile","Seoul","Seoul"
"1936066",1840684,1592115,49,20180904,27,"144","mobile","Seoul","Seoul"
"1936366",5432568,4697979,46,20180713,17,"165","mobile","Seoul","Seoul"
"1936367",5432568,1933374,54,20180829,85,"1,929","mobile","Incheon","Incheon"
"1936385",5429401,3424125,15,20180803,181,"1,672","mobile","Gyeonggi-do","Seongnam-si"
"1936386",5429401,3790248,12,20180728,327,"3,751","mobile","Seoul","Seoul"
"1936520",830055,6009706,77,20180622,31,"210","mobile","Seoul","Seoul"
"1936521",830055,2494657,85,20180819,50,"335","mobile","Seoul","Seoul"
"1936570",3635250,4397771,121,20180718,43,"3,611","mobile","Gyeonggi-do","Anyang"
"1936571",3635250,2087954,178,20180826,87,"580","mobile","Gyeonggi-do","Anyang"
"1936572",3635250,4374497,123,20180718,82,"372","mobile","Gyeonggi-do","Anyang"
"1936573",3635250,3740026,148,20180729,13,"71","mobile","Seoul","Seoul"
"1936574",3635250,6932170,64,20180606,287,"3,273","mobile","Seoul","Seoul"
"1936575",3635250,4402868,120,20180718,132,"1,171","mobile","Gyeonggi-do","Anyang"
"1936576",3635250,3892957,145,20180726,25,"152","mobile","Seoul","Seoul"
"1936577",3635250,9351743,39,20180427,46,"825","mobile","Seoul","Seoul"
"1936578",3635250,4253107,139,20180720,122,"1,133","mobile","Seoul","Seoul"
"1936587",3641065,9595547,16,20180423,133,"2,917","mobile","Gyeonggi-do","Ansan-si"
"1937525",2570270,7915917,2,20180521,64,"1,534","mobile","Jeju-do","Jeju-si"
"1937768",1476031,2177714,1,20180825,36,"411","mobile","Incheon","Incheon"
"1937887",2588856,1708603,6,20180902,74,"631","mobile","Seoul","Seoul"
"1937972",523645,4369940,32,20180718,98,"647","mobile","Chungcheongnam-do","Yeongi-gun"
"1937973",523645,5456897,30,20180701,103,"1,395","mobile","Chungcheongnam-do","Yeongi-gun"
"1937974",523645,7600887,26,20180526,189,"2,677","mobile","Chungcheongnam-do","Yeongi-gun"
"1937975",523645,7185111,28,20180602,119,"994","mobile","Chungcheongnam-do","Yeongi-gun"
"1938092",532702,6600572,6,20180612,89,"1,078","mobile","Seoul","Seoul"
"1938118",3886396,5141934,1,20180706,245,"2,508","mobile","Seoul","Seoul"
"1938183",5506213,8208103,7,20180516,41,"266","mobile","Seoul","Seoul"
"1938184",5506213,8054804,12,20180519,63,"1,865","mobile","Seoul","Seoul"
"1938458",682601,4862725,91,20180710,57,"2,407","mobile","Seoul","Seoul"
"1938459",682601,5772475,56,20180625,26,"623","mobile","Gyeonggi-do","Gimpo-si"
"1938460",682601,4926059,85,20180709,24,"493","mobile","Gyeonggi-do","Gimpo-si"
"1938461",682601,5672799,65,20180627,8,"472","mobile","Incheon","Incheon"
"1938823",828534,4733988,5,20180712,27,"208","mobile","Busan","Busan"
"1938824",828534,2840314,10,20180813,24,"179","mobile","Chungcheongnam-do","Yesan-gun"
"1938895",831349,5166116,30,20180706,29,"328","mobile","Seoul","Seoul"
"1938896",831349,7863504,26,20180522,47,"853","mobile","Incheon","Incheon"
"1938941",839459,4038507,17,20180724,50,"943","mobile","Seoul","Seoul"
"1938942",839459,2409858,24,20180821,41,"361","mobile","Seoul","Seoul"
"1939332",583215,5682595,25,20180627,187,"3,041","mobile","Seoul","Seoul"
"1939333",583215,3243058,69,20180806,13,"134","mobile","Gyeonggi-do","Suwon-si"
"1939334",583215,4873131,42,20180710,61,"362","mobile","Seoul","Seoul"
"1939335",583215,6146689,15,20180619,133,"2,374","mobile","Seoul","Seoul"
"1939344",585947,9426983,31,20180426,109,"1,267","mobile","Gyeonggi-do","Siheung-si"
"1939345",585947,2506023,49,20180819,28,"227","mobile","Seoul","Seoul"
"1939554",2032368,8893990,27,20180505,69,"1,225","mobile","Busan","Busan"
"1939555",2032368,8398399,56,20180513,94,"2,956","mobile","Busan","Busan"
"1939556",2032368,8374441,58,20180514,202,"1,596","mobile","Busan","Busan"
"1939557",2032368,8805110,31,20180507,199,"2,440","mobile","Busan","Busan"
"1939662",2042152,5603872,27,20180628,42,"433","mobile","Seoul","Seoul"
"1939663",2042152,7616407,18,20180526,11,"41","mobile","Gyeonggi-do","Uiwang-si"
"1939664",2042152,4429020,39,20180717,72,"915","mobile","Seoul","Seoul"
"1939665",2042152,5603453,35,20180628,92,"1,236","mobile","Seoul","Seoul"
"1939983",5215668,2984404,7,20180811,13,"242","mobile","Seoul","Seoul"
"1939984",5215668,6696467,2,20180610,20,"178","mobile","Seoul","Seoul"
"1939985",5215668,2061563,11,20180827,15,"375","mobile","Seoul","Seoul"
"1940176",1444131,3420928,57,20180803,233,"1,516","mobile","Busan","Busan"
"1940177",1444131,2303650,59,20180822,499,"2,979","mobile","Busan","Busan"
"1940352",682601,8976888,45,20180503,67,"610","mobile","Gyeonggi-do","Gimpo-si"
"1940507",3597124,4481199,60,20180717,63,"604","mobile","Incheon","Incheon"
"1940508",3597124,10080632,28,20180415,269,"1,656","mobile","Seoul","Seoul"
"1941284",6313879,1209016,2,20180910,99,"1,068","mobile","Seoul","Seoul"
"1941414",5958217,9068432,45,20180502,13,"270","mobile","Jeju-do","Jeju-si"
"1941568",3934593,6718989,354,20180610,47,"2,798","mobile","Incheon","Incheon"
"1941569",3934593,6744483,352,20180609,167,"1,000","mobile","Incheon","Incheon"
"1941570",3934593,6341740,368,20180616,68,"876","mobile","Incheon","Incheon"
"1941571",3934593,8591017,313,20180510,157,"2,530","mobile","Incheon","Incheon"
"1941572",3934593,4738619,413,20180712,52,"357","mobile","Incheon","Incheon"
"1941573",3928041,1230784,13,20180910,73,"2,124","mobile","Seoul","Seoul"
"1941574",3928041,1545891,3,20180905,122,"1,163","mobile","Seoul","Seoul"
"1941575",3928041,1023516,19,20180913,103,"1,416","mobile","Seoul","Seoul"
"1941757",6323113,4310314,1,20180719,68,"958","mobile","Busan","Busan"
"1941853",4943793,1930195,10,20180829,12,"129","mobile","Seoul","Seoul"
"1942024",2133834,2715258,190,20180815,73,"1,540","mobile","Gyeongsangnam-do","Haman-gun"
"1942025",2133834,4935645,177,20180709,21,"304","mobile","Gyeongsangnam-do","Haman-gun"
"1942026",2133834,9200912,137,20180430,25,"141","mobile","Seoul","Seoul"
"1942296",2550344,3313508,1,20180805,106,"2,330","mobile","Gyeonggi-do","Suwon-si"
"1942471",2762818,3247122,55,20180806,28,"540","mobile","Incheon","Incheon"
"1942472",2762818,9242174,11,20180429,24,"213","mobile","Incheon","Incheon"
"1942473",2762818,10023927,5,20180416,14,"92","mobile","Incheon","Incheon"
"1942474",2762818,1630148,67,20180903,24,"183","mobile","Incheon","Incheon"
"1942686",5479276,6750371,35,20180609,89,"984","mobile","Seoul","Seoul"
"1942687",5479276,6729687,36,20180610,4,"6","mobile","Seoul","Seoul"
"1943081",1982939,4953148,11,20180709,20,"1,031","mobile","Daegu","Daegu"
"1943082",1982939,4952161,13,20180709,35,"193","mobile","Daegu","Daegu"
"1943221",1008094,6768193,83,20180609,271,"2,180","mobile","Seoul","Seoul"
"1943222",1008094,4856230,93,20180711,115,"796","mobile","Gyeongsangbuk-do","Andong"
"1943223",1008094,7944676,77,20180521,94,"521","mobile","Gyeongsangbuk-do","Andong"
"1943224",1008094,9602229,72,20180423,147,"1,926","mobile","Gyeongsangbuk-do","Andong"
"1943737",5933102,1702030,4,20180902,61,"1,178","mobile","Seoul","Seoul"
"1943738",5933102,87781,11,20180929,29,"666","mobile","Daejeon","Daejeon"
"1944478",1137482,8927916,13,20180504,29,"428","mobile","Gyeonggi-do","Seongnam-si"
"1944479",1137482,2775152,16,20180814,37,"169","mobile","Seoul","Seoul"
"1944515",1276399,7900642,41,20180521,116,"845","mobile","Gyeonggi-do","Anyang"
"1944516",1276399,3310002,62,20180805,60,"1,756","mobile","Gyeonggi-do","Anyang"
"1944933",5329765,9298155,11,20180428,28,"753","mobile","Jeju-do","Seogwipo-si"
"1945259",5120580,4306276,2,20180719,307,"5,465","mobile","Gyeongsangnam-do","Geoje-si"
"1945646",1180119,4370790,2,20180718,119,"1,071","mobile","Gyeongsangnam-do","Gimhae-si"
"1945647",1180119,4367018,3,20180718,179,"1,800","mobile","Gyeongsangnam-do","Gimhae-si"
"1945890",4509256,8329166,62,20180514,325,"3,651","mobile","Seoul","Seoul"
"1945891",4509256,7240046,127,20180601,21,"106","mobile","Busan","Busan"
"1946051",4397732,8659304,15,20180509,11,"245","mobile","Gyeonggi-do","Bucheon-si"
"1946457",5793672,799243,11,20180917,50,"1,126","mobile","Jeollabuk-do","Jeonju-si"
"1946801",1145131,6944081,37,20180606,57,"1,722","mobile","Seoul","Seoul"
"1946802",1145131,5932493,52,20180623,24,"642","mobile","Seoul","Seoul"
"1946803",1145131,6765297,42,20180609,33,"93","mobile","Seoul","Seoul"
"1946838",1152050,1556149,63,20180904,11,"259","mobile","Seoul","Seoul"
"1946839",1152050,8322377,49,20180514,14,"245","mobile","Seoul","Seoul"
"1946840",1152050,2873981,62,20180813,17,"189","mobile","Jeollanam-do","Jangseong-gun"
"1946841",1152050,1262490,66,20180909,12,"418","mobile","Seoul","Seoul"
"1947113",3469294,1351891,2,20180908,46,"1,453","mobile","Seoul","Seoul"
"1947181",3476989,6826993,400,20180608,105,"1,978","mobile","Gangwon-do","Gangneung-si"
"1947182",3476989,6997306,387,20180605,10,"25","mobile","Gangwon-do","Gangneung-si"
"1947183",3476989,4744510,570,20180712,139,"499","mobile","Gangwon-do","Donghae-si"
"1947184",3476989,6442565,437,20180614,35,"279","mobile","Gangwon-do","Gangneung-si"
"1947185",3476989,2753785,699,20180815,308,"1,367","mobile","Gangwon-do","Donghae-si"
"1947186",3476989,6822171,401,20180608,272,"4,284","mobile","Gangwon-do","Gangneung-si"
"1948012",4954021,889200,13,20180915,24,"152","mobile","Seoul","Seoul"
"1948013",4954021,5152549,5,20180706,25,"163","mobile","Seoul","Seoul"
"1948273",4973828,7248481,2,20180601,24,"129","mobile","Busan","Busan"
"1948274",4973828,7471454,1,20180529,33,"358","mobile","Busan","Busan"
"1948296",4949067,8833546,25,20180506,285,"5,029","mobile","Gyeonggi-do","Anyang"
"1948458",5151464,1061448,175,20180913,45,"2,508","mobile","Gyeonggi-do","Suwon-si"
"1948459",5151464,8538,199,20180930,200,"3,154","mobile","Seoul","Seoul"
"1948460",5151464,266273,189,20180926,424,"4,454","mobile","Gyeonggi-do","Suwon-si"
"1948801",3944691,10952981,22,20180401,74,"527","mobile","Busan","Busan"
"1948802",3944691,10707288,28,20180405,21,"1,890","mobile","Busan","Busan"
"1948803",3944691,10755134,25,20180404,32,"266","mobile","Seoul","Seoul"
"1948804",3944691,10952484,23,20180401,61,"385","mobile","Busan","Busan"
"1948805",3944691,10697370,29,20180405,1,"","mobile","Seoul","Seoul"
"1949670",5136999,1578572,48,20180904,34,"722","mobile","Gyeongsangnam-do","Geoje-si"
"1949800",5100324,10058130,8,20180416,115,"3,833","mobile","Gyeongsangnam-do","Gimhae-si"
"1949927",5658441,8417533,4,20180513,96,"1,157","mobile","Busan","Busan"
"1949928",5658441,2211065,70,20180824,220,"1,313","mobile","Busan","Busan"
"1950506",1366119,1161589,1,20180911,24,"282","mobile","Seoul","Seoul"
"1950997",5655715,1877242,6,20180830,83,"265","mobile","Gangwon-do","Sokcho-si"
"1950998",5655715,1579769,11,20180904,74,"410","mobile","Seoul","Seoul"
"1950999",5655715,1581787,10,20180904,255,"2,309","mobile","Seoul","Seoul"
"1951509",5531529,8993944,30,20180503,12,"107","mobile","Busan","Busan"
"1951510",5531529,6782380,57,20180609,24,"259","mobile","Busan","Busan"
"1951511",5531529,7101015,47,20180604,163,"1,942","mobile","Busan","Busan"
"1951512",5531529,6867602,54,20180607,114,"1,016","mobile","Busan","Busan"
"1951513",5531529,9952375,4,20180417,48,"525","mobile","Busan","Busan"
"1951606",5608780,2039714,10,20180827,41,"199","mobile","Gyeonggi-do","Icheon-si"
"1951607",5608780,10934548,3,20180401,16,"232","mobile","Gyeonggi-do","Icheon-si"
"1951608",5608780,2047300,9,20180827,150,"2,828","mobile","Gyeonggi-do","Icheon-si"
"1952253",2935529,6083907,16,20180620,36,"3,993","mobile","Seoul","Seoul"
"1952332",2939084,4236678,27,20180721,31,"357","mobile","Seoul","Seoul"
"1952412",1366119,1047145,2,20180913,1,"","mobile","Seoul","Seoul"
"1952543",5101344,10924794,119,20180401,46,"270","mobile","Seoul","Seoul"
"1952544",5101344,9586667,130,20180423,34,"879","mobile","Seoul","Seoul"
"1952833",4440505,6171841,3,20180619,54,"660","mobile","Seoul","Seoul"
"1953304",601311,6683003,56,20180610,90,"1,122","mobile","Incheon","Incheon"
"1953305",601311,7512308,43,20180528,38,"246","mobile","Seoul","Seoul"
"1953306",601311,7606173,42,20180526,90,"2,910","mobile","Incheon","Incheon"
"1953345",601788,5627597,6,20180628,24,"456","mobile","Seoul","Seoul"
"1953784",2895665,6218961,49,20180618,12,"148","mobile","Seoul","Seoul"
"1954452",4178586,5832173,12,20180625,251,"1,786","mobile","Gyeonggi-do","Namyangju-si"
"1954675",3020031,829052,10,20180916,15,"255","mobile","Busan","Busan"
"1954900",538315,5748493,9,20180626,1,"","mobile","Seoul","Seoul"
"1954901",538315,4727218,11,20180713,46,"669","mobile","Seoul","Seoul"
"1954902",538315,5765127,8,20180626,33,"602","mobile","Seoul","Seoul"
"1955406",5103966,1433268,61,20180907,287,"3,525","mobile","Seoul","Seoul"
"1955617",611530,4793773,2,20180712,70,"1,563","mobile","Seoul","Seoul"
"1956235",5412214,8000235,113,20180520,41,"340","mobile","Gwangju","Gwangju"
"1956541",5490409,6533498,53,20180613,476,"8,123","mobile","Gyeongsangbuk-do","Gyeongju-si"
"1956542",5490409,5201645,73,20180705,51,"2,453","mobile","Gyeongsangbuk-do","Gyeongju-si"
"1956668",6002650,1296570,2,20180909,84,"1,004","mobile","Seoul","Seoul"
"1957339",457620,9644686,21,20180422,451,"2,457","mobile","Gyeonggi-do","Gunpo-si"
"1957466",5540516,6297043,52,20180617,67,"592","mobile","Ulsan","Ulsan"
"1957467",5540516,9231795,4,20180429,183,"2,657","mobile","Ulsan","Ulsan"
"1957468",5540516,9069582,18,20180502,40,"499","mobile","Ulsan","Ulsan"
"1957586",6496501,4450567,110,20180717,89,"772","mobile","Seoul","Seoul"
"1957587",6496501,9678113,87,20180422,56,"598","mobile","Seoul","Seoul"
"1957588",6496501,4469687,109,20180717,200,"2,879","mobile","Seoul","Seoul"
"1957589",6496501,4171970,122,20180722,57,"1,651","mobile","Seoul","Seoul"
"1957599",6490712,309301,3,20180926,142,"1,459","mobile","Seoul","Seoul"
"1957600",6490712,318739,2,20180925,77,"2,043","mobile","Seoul","Seoul"
"1957840",5745279,10003357,26,20180416,65,"657","mobile","Gyeongsangnam-do","Haman-gun"
"1957979",630459,8666717,40,20180509,20,"421","mobile","Seoul","Seoul"
"1958150",5412214,10033478,20,20180416,84,"1,395","mobile","Gwangju","Gwangju"
"1958151",5412214,8527471,90,20180511,294,"4,384","mobile","Gwangju","Gwangju"
"1958474",5412214,9549102,24,20180424,68,"1,118","mobile","Busan","Busan"
"1958475",5412214,8695058,78,20180508,33,"297","mobile","Gwangju","Gwangju"
"1958476",5412236,4710697,48,20180713,16,"51","mobile","Seoul","Seoul"
"1958477",5412236,3643009,51,20180731,85,"2,328","mobile","Gyeonggi-do","Siheung-si"
"1958494",5424028,212355,9,20180927,48,"731","mobile","Seoul","Seoul"
"1958621",1622127,4301532,17,20180719,50,"991","mobile","Seoul","Seoul"
"1958622",1622127,4719899,15,20180713,83,"3,153","mobile","Jeollabuk-do","Jeonju-si"
"1958816",5497195,8322248,47,20180514,91,"1,275","mobile","Gyeonggi-do","Yongin-si"
"1958817",5497195,10008434,44,20180416,23,"178","mobile","Gyeonggi-do","Suwon-si"
"1958900",538471,7636188,10,20180526,23,"229","mobile","Seoul","Seoul"
"1958901",538471,6436903,17,20180614,53,"385","mobile","Seoul","Seoul"
"1958902",538471,6552211,14,20180613,38,"529","mobile","Seoul","Seoul"
"1959081",461761,9551197,3,20180424,144,"3,188","mobile","Seoul","Seoul"
"1959082",461761,8365771,5,20180514,26,"234","mobile","Seoul","Seoul"
"1959104",469578,10830256,30,20180403,48,"849","mobile","Seoul","Seoul"
"1959139",6057422,771023,45,20180917,13,"164","mobile","Seoul","Seoul"
"1959140",6057422,1048533,34,20180913,38,"1,546","mobile","Gyeonggi-do","Hwaseong-si"
"1959209",4392132,2840555,43,20180813,52,"512","mobile","Gyeonggi-do","Namyangju-si"
"1959210",4392132,2060579,44,20180827,18,"134","mobile","Seoul","Seoul"
"1959211",4392132,1357968,47,20180908,17,"159","mobile","Seoul","Seoul"
"1959212",4392132,4365037,32,20180718,31,"290","mobile","Seoul","Seoul"
"1959213",4392132,4489321,29,20180716,37,"471","mobile","Gyeonggi-do","Guri-si"
"1959214",4392132,9892648,15,20180418,2,"25","mobile","Seoul","Seoul"
"1959215",4392132,7994825,20,20180520,69,"953","mobile","Seoul","Seoul"
"1959371",4403684,2974670,12,20180811,53,"1,239","mobile","Gyeongsangnam-do","Gimhae-si"
"1959372",4403684,2988020,10,20180811,216,"5,217","mobile","Gyeongsangnam-do","Gimhae-si"
"1959560",2529893,3072118,54,20180809,319,"7,962","mobile","Seoul","Seoul"
"1959561",2529893,3490470,47,20180802,46,"806","mobile","Seoul","Seoul"
"1959562",2529893,7653309,27,20180525,132,"933","mobile","Seoul","Seoul"
"1959563",2529893,4101211,42,20180723,161,"1,190","mobile","Seoul","Seoul"
"1960785",1511614,6321276,1,20180616,151,"1,576","mobile","Busan","Busan"
"1961080",4024991,1388856,23,20180907,74,"720","mobile","Seoul","Seoul"
"1961081",4024991,5074442,20,20180707,50,"429","mobile","Seoul","Seoul"
"1961082",4024991,3041371,21,20180810,60,"590","mobile","Seoul","Seoul"
"1961083",4024991,9600389,14,20180423,95,"1,005","mobile","Seoul","Seoul"
"1961271",1296851,8821325,45,20180506,34,"1,135","mobile","Daegu","Daegu"
"1961357",468086,6314212,11,20180616,38,"344","mobile","Seoul","Seoul"
"1961360",468600,3539156,19,20180801,19,"132","mobile","Jeollabuk-do","Jeonju-si"
"1961361",468600,3520296,21,20180802,57,"1,676","mobile","Jeollabuk-do","Jeonju-si"
"1961362",468600,2104119,38,20180826,63,"1,036","mobile","Seoul","Seoul"
"1961536",4960061,9515180,324,20180425,180,"2,712","mobile","Gwangju","Gwangju"
"1961537",4960061,9372697,332,20180427,200,"1,794","mobile","Gwangju","Gwangju"
"1961538",4960061,7244451,379,20180601,95,"1,214","mobile","Seoul","Seoul"
"1961539",4960061,10347996,298,20180411,56,"445","mobile","Gwangju","Gwangju"
"1961540",4960061,8715926,342,20180508,289,"3,548","mobile","Gwangju","Gwangju"
"1961633",5042770,4129544,40,20180722,25,"257","mobile","Seoul","Seoul"
"1961634",5042770,3118728,45,20180809,9,"130","mobile","Seoul","Seoul"
"1961635",5042770,10959927,30,20180401,39,"154","mobile","Seoul","Seoul"
"1961645",5044991,791251,108,20180917,65,"1,400","mobile","Seoul","Seoul"
"1961646",5044991,225171,127,20180927,20,"139","mobile","Chungcheongnam-do","Hongseong-gun"
"1961647",5044991,5745560,69,20180626,199,"3,216","mobile","Seoul","Seoul"
"1961648",5044991,807123,107,20180917,128,"2,639","mobile","Seoul","Seoul"
"1961649",5044991,6868422,66,20180607,293,"5,431","mobile","Seoul","Seoul"
"1962408",5064209,3615859,73,20180731,15,"221","mobile","Seoul","Seoul"
"1962409",5064209,10397474,29,20180410,14,"128","mobile","Seoul","Seoul"
"1962410",5064209,10660729,22,20180406,21,"294","mobile","Seoul","Seoul"
"1962642",6210815,5233542,6,20180704,106,"1,058","mobile","Seoul","Seoul"
"1962643",6210815,6814716,5,20180608,55,"1,465","mobile","Seoul","Seoul"
"1963070",2248394,6405619,4,20180615,57,"1,094","mobile","Seoul","Seoul"
"1964353",2134491,7427742,5,20180529,9,"181","mobile","Gyeonggi-do","Yeoju-gun"
"1964560",3036047,4741944,128,20180712,54,"379","mobile","Seoul","Seoul"
